respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q35a_low_income_programs,q35b_social_security_age,q35c_education_cuts,q35d_mortgage_deduction,q35f_investment_income_tax,q35g_medicare_high_income,q35h_defense_cuts,q35j_student_loans,q35k_corporate_deductions,q35m_high_income_tax,q35n_scientific_research
sample_en_pew_policy_topline_social_program_defenders___base___0019,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0020,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Don't know,Don't know,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0021,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Approve,Approve,Approve,Don't know,Disapprove,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0022,social_program_defenders,Social program defenders,,base,promoter,Approve,Don't know,Approve,Disapprove,Disapprove,Approve,Approve,Don't know,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0023,social_program_defenders,Social program defenders,,base,promoter,Don't know,Approve,Don't know,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0024,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Don't know,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0025,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0026,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Don't know,Don't know,Disapprove,Don't know,Approve,Don't know,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0027,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Approve,Don't know,Disapprove,Disapprove,Don't know,Approve,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0028,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Disapprove,Approve,Don't know,Disapprove,Don't know,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0029,social_program_defenders,Social program defenders,,base,skeptical,Approve,Don't know,Approve,Disapprove,Don't know,Approve,Don't know,Disapprove,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0030,social_program_defenders,Social program defenders,,base,promoter,Approve,Don't know,Approve,Approve,Don't know,Approve,Approve,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0031,social_program_defenders,Social program defenders,,base,promoter,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0032,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Don't know,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0033,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0034,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Don't know,Don't know,Approve,Approve,Approve,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0035,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0036,social_program_defenders,Social program defenders,,base,mainstream,Approve,Don't know,Approve,Disapprove,Disapprove,Approve,Don't know,Approve,Don't know,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0037,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Don't know,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0038,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0039,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Disapprove,Approve,Approve,Don't know,Approve,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0040,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Don't know,Approve,Disapprove,Disapprove,Don't know,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0041,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Disapprove,Don't know,Don't know,Disapprove,Approve,Approve,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0042,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Don't know,Approve,Disapprove,Disapprove,Don't know,Approve,Don't know,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0043,social_program_defenders,Social program defenders,,base,mainstream,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Don't know,Don't know,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0044,social_program_defenders,Social program defenders,,base,promoter,Don't know,Disapprove,Approve,Approve,Approve,Don't know,Disapprove,Disapprove,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0045,social_program_defenders,Social program defenders,,base,skeptical,Approve,Don't know,Approve,Don't know,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0046,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0047,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0048,social_program_defenders,Social program defenders,,base,promoter,Approve,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0049,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Don't know,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0050,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0051,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Approve,Approve,Approve,Don't know,Don't know,Disapprove,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0052,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Don't know,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0053,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Don't know,Don't know,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0054,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Disapprove,Don't know,Don't know,Disapprove,Don't know,Don't know,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0055,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Disapprove,Don't know,Approve,Don't know,Disapprove,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0056,social_program_defenders,Social program defenders,,base,promoter,Approve,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Don't know,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0057,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Don't know,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0058,social_program_defenders,Social program defenders,,base,promoter,Approve,Don't know,Disapprove,Approve,Approve,Disapprove,Don't know,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0059,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Don't know,Disapprove,Don't know,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0060,social_program_defenders,Social program defenders,,base,promoter,Don't know,Disapprove,Approve,Approve,Disapprove,Don't know,Disapprove,Approve,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0061,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Disapprove,Approve,Disapprove,Don't know,Disapprove,Approve,Approve,Don't know,Don't know,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0062,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Approve,Approve,Don't know,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0063,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0064,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Don't know,Approve,Don't know,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0065,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Disapprove,Don't know,Approve,Approve,Disapprove,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0066,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0067,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Disapprove,Approve,Don't know,Approve,Don't know,Approve,Approve,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0068,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Don't know,Approve,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0069,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Approve,Approve,Don't know,Approve,Don't know,Disapprove,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0070,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Don't know,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0071,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0072,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Don't know,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0073,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0074,social_program_defenders,Social program defenders,,base,mainstream,Approve,Don't know,Approve,Approve,Don't know,Don't know,Approve,Don't know,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0075,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Approve,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0076,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Don't know,Approve,Approve,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0077,social_program_defenders,Social program defenders,,base,promoter,Approve,Don't know,Approve,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0078,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Don't know,Disapprove,Disapprove,Disapprove,Approve,Don't know,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0079,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Don't know,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0080,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0081,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0082,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0083,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0084,social_program_defenders,Social program defenders,,base,mainstream,Approve,Approve,Don't know,Don't know,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0085,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Disapprove,Disapprove,Disapprove,Don't know,Approve,Disapprove,Approve,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0086,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0087,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Approve,Don't know,Don't know,Approve,Don't know,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0088,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Approve,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0089,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Approve,Approve,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0090,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Don't know,Disapprove,Don't know,Don't know,Disapprove,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0091,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Don't know,Don't know,Don't know,Approve,Disapprove,Disapprove,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0092,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Approve,Don't know,Disapprove,Don't know,Approve,Disapprove,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0093,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Don't know,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0094,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Don't know,Don't know,Don't know,Approve,Don't know,Disapprove,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0095,social_program_defenders,Social program defenders,,base,skeptical,Don't know,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0096,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Don't know,Disapprove,Approve,Don't know,Approve,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0097,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Don't know,Approve,Approve,Don't know,Disapprove,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0098,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Don't know,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0099,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Don't know,Approve,Approve,Approve,Don't know,Disapprove,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0100,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Disapprove,Disapprove,Approve,Don't know,Disapprove,Approve,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0101,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Don't know,Don't know,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0102,social_program_defenders,Social program defenders,,base,promoter,Don't know,Approve,Don't know,Disapprove,Approve,Don't know,Approve,Don't know,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0103,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Don't know,Approve,Disapprove,Don't know,Disapprove,Disapprove,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0104,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Don't know,Don't know,Don't know,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0105,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Don't know,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0106,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0107,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0108,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Disapprove,Don't know,Approve,Approve,Disapprove,Don't know,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0109,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0110,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Disapprove,Approve,Disapprove,Don't know,Don't know,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0111,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Disapprove,Don't know,Disapprove,Don't know,Don't know,Disapprove,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0112,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Don't know,Don't know,Approve,Don't know,Don't know,Don't know,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0113,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Approve,Don't know,Don't know,Don't know,Approve,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0114,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Don't know,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0115,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Disapprove,Approve,Approve,Approve,Approve,Don't know,Disapprove,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0116,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Approve,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0117,social_program_defenders,Social program defenders,,base,promoter,Don't know,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0118,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Disapprove,Approve,Disapprove,Don't know,Approve,Don't know,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0119,social_program_defenders,Social program defenders,,base,mainstream,Approve,Approve,Don't know,Disapprove,Don't know,Approve,Approve,Don't know,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0120,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0121,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0122,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0123,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Don't know,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0124,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0125,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Don't know,Approve,Approve,Approve,Approve,Approve,Don't know,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0126,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Approve,Approve,Approve,Don't know,Approve,Don't know,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0127,social_program_defenders,Social program defenders,,base,promoter,Don't know,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0128,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Disapprove,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0129,social_program_defenders,Social program defenders,,base,promoter,Don't know,Approve,Approve,Don't know,Don't know,Disapprove,Approve,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0130,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Approve,Approve,Don't know,Approve,Approve,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0131,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Approve,Approve,Don't know,Approve,Don't know,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0132,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Don't know,Don't know,Don't know,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0133,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Disapprove,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Approve,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0134,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Approve,Don't know,Don't know,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0135,social_program_defenders,Social program defenders,,base,mainstream,Approve,Don't know,Approve,Disapprove,Approve,Don't know,Disapprove,Approve,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0136,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Don't know,Don't know,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0137,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Approve,Disapprove,Don't know,Don't know,Disapprove,Disapprove,Approve,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0138,social_program_defenders,Social program defenders,,base,mainstream,Approve,Disapprove,Disapprove,Approve,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0139,social_program_defenders,Social program defenders,,base,promoter,Don't know,Disapprove,Approve,Approve,Don't know,Disapprove,Approve,Don't know,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0140,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Don't know,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0141,social_program_defenders,Social program defenders,,base,promoter,Don't know,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Don't know,Approve,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0142,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Don't know,Disapprove,Approve,Approve,Approve,Don't know,Don't know,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0143,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0144,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Disapprove,Disapprove,Don't know,Don't know,Don't know,Approve,Approve,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0145,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Don't know,Don't know,Approve,Don't know,Approve,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0146,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Approve,Don't know,Don't know,Don't know,Disapprove,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0147,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Disapprove,Disapprove,Approve,Don't know,Disapprove,Don't know,Don't know,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0148,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Don't know,Don't know,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0149,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Don't know,Approve,Disapprove,Approve,Don't know,Approve,Approve,Don't know
