respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q09_democracy_problem,q11_personal_impression,q12_public_impression,q13_unfair_advantage,q14_democratic_expression,q15a_corruption,q15b_effectiveness,q15c_resources
sample_zh_teds2018_se01_local_pragmatists___base___0171,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,不好,好,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0172,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,不好,不好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0173,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0174,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,沒差,有點不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0175,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,好,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0176,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,好,不好,非常不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0177,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,不好,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0178,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,沒差,非常同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0179,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,不好,不好,有點同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0180,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,沒差,沒差,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0181,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,好,好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0182,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0183,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,不好,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0184,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,沒差,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0185,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,沒差,非常同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0186,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,不好,非常不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0187,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,好,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0188,local_pragmatists,地方務實型選民,,base,skeptical,宗教團體對政治的影響力太大,不好,好,有點不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0189,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,沒差,有點同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0190,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,沒差,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0191,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0192,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0193,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,不好,好,有點同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0194,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,不好,好,非常不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0195,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,不好,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0196,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0197,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,沒差,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0198,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,不好,不好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0199,local_pragmatists,地方務實型選民,,base,mainstream,有太多政二代,好,沒差,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0200,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,不好,不好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0201,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0202,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0203,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,不好,好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0204,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,好,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0205,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,好,不好,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0206,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,不好,非常不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0207,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
